Model name:,Model size [MB],Training time [s],Mean AUC,Median AUC,Std AUC,F1 micro,F1 macro
multimodal_SDM_only-sat,107.926513671875,1865.4087047576904,0.5074703329793665,0.515392887938176,0.09134108804098022,0.0,0.0
