Model name:,Model size [MB],Training time [s],Mean AUC,Median AUC,Std AUC,F1 micro,F1 macro
multimodal_SDM_double,110.73048400878906,1931.2460234165192,0.8344733914278544,0.8281213506615052,0.07762660817322677,0.14731104168051584,0.07189296148149994
