Model name:,Model size [MB],Training time [s],Mean AUC,Median AUC,Std AUC,F1 micro,F1 macro
multimodal_SDM_MLP_added_couche,108.8019790649414,1935.212779045105,0.8368969894242897,0.8349401603608639,0.0761322486770458,0.1605534525518862,0.08216656915350168
