Model name:,Model size [MB],Training time [s],Mean AUC,Median AUC,Std AUC,F1 micro,F1 macro
multimodal_SDM_out_128,108.56349182128906,1932.4160389900208,0.8327668887606603,0.8278207473693946,0.07884397905692889,0.17569193742478942,0.10010786522219951
