Model name:,Model size [MB],Training time [s],Mean AUC,Median AUC,Std AUC,F1 micro,F1 macro
multimodal_SDM_only-time,1.6390304565429688,606.5983235836029,0.7741735133287831,0.7738110040002624,0.08178261595096338,0.12709075031907033,0.03754219705760778
