Model name:,Model size [MB],Training time [s],Mean AUC,Median AUC,Std AUC,F1 micro,F1 macro
multimodal_SDM_ts_kernel9,108.80543518066406,1927.1058371067047,0.8402599285586184,0.834721046028088,0.07710942273682009,0.17510330578512398,0.09153944877092203
