epoch,loss_train,loss_val,auc_val
1,0.17130775232613088,0.14290237333625555,0.6061389012778688
2,0.14719340698421002,0.1393014620989561,0.6512662193234287
3,0.1440626863539219,0.1388419894501567,0.6813986621456376
4,0.14274311728775502,0.13917233888059855,0.6982003339014288
5,0.14122080901265144,0.1399574193637818,0.704406671610635
6,0.13905495604872703,0.13435860048048198,0.7214209082675412
7,0.1378332346379757,0.14068175852298737,0.7247724198663574
8,0.13575120191276074,0.13118679635226727,0.744325560897436
9,0.1340935992896557,0.1406091263052076,0.7581899877899878
10,0.1331689387410879,0.127622545696795,0.7702406687380332
11,0.13179450020939112,0.12521981843747199,0.7773468983084574
12,0.13019776445627212,0.12455676659010351,0.7915641600503043
13,0.1293722635805607,0.12633180525153875,0.7853711489606066
14,0.12878683669865132,0.12676286534406245,0.781769836386838
15,0.12747207966446877,0.12543037836439908,0.79575250532736
16,0.12723061707615851,0.12155910092405975,0.8029927454521639
17,0.1265538031309843,0.12330750026740134,0.7986608582898062
18,0.12498361317068338,0.12159729492850602,0.807717822351776
19,0.124992416203022,0.1240136744454503,0.7933675647208984
20,0.1243415070772171,0.12129489006474614,0.8097860699601231
21,0.12332368169724942,0.12179473950527608,0.8141715317318946
22,0.12253232007473708,0.11902502807788551,0.8143866828569233
23,0.12176539847254753,0.12058851239271462,0.8142653791411102
24,0.12122882748395204,0.12261153850704432,0.8136805023828162
25,0.12040545228868722,0.12212478369474411,0.8182084859901473
26,0.12052805903553963,0.12438234034925699,0.8121131105582247
27,0.11995663297921419,0.11986909806728363,0.8269416425313758
28,0.11888534756004811,0.12217005342245102,0.8245748575569771
29,0.11852625051140785,0.12255719560198486,0.8097257002111247
30,0.11758391313254833,0.1177283541765064,0.8307754667730145
31,0.11726736409962177,0.11880972376093268,0.8234655602217086
32,0.11662105268985033,0.11762054008431733,0.8267630758212687
33,0.1169270499497652,0.11783259408548474,0.8290972263155658
34,0.1157730291634798,0.11516477540135384,0.8385275641852539
35,0.11580248565226793,0.11968736094422638,0.8209837719489061
36,0.11475815506279469,0.11687761475332081,0.832005291005291
37,0.11433268247544766,0.12201391207054257,0.8222847932922791
38,0.11320681351423263,0.11739186034537852,0.8333392002080242
39,0.11339516524970532,0.11985080083832145,0.826404566925198
40,0.11283807764947415,0.11664247745648026,0.8321526366739553
41,0.11200227531045676,0.11584296054206789,0.8353792775754838
42,0.1116901526749134,0.12171217403374612,0.8206027696035152
43,0.11145758893340826,0.11595180095173419,0.8351696252437487
44,0.11073341324180365,0.12448458978906274,0.8231110170945026
45,0.11046872583031654,0.11620659800246358,0.8399941421042665
46,0.10956229262799025,0.11650024517439306,0.8360038528554208
47,0.10950679963827133,0.1190524804405868,0.8309752972531084
48,0.10890695125609637,0.11743570934049785,0.8349919456371049
49,0.10880266273021698,0.11718314187601209,0.8329255070930812
50,0.1080717798396945,0.11877116980031133,0.8285563313207791
51,0.10786209689825774,0.11853383970446885,0.8291324810784125
52,0.10725963895022869,0.11803663056343794,0.8402559698273127
53,0.10603332512825728,0.11997964838519692,0.8270353936962644
54,0.10598895026743411,0.11574470391497016,0.8445607312124606
55,0.10544192592799663,0.11643345491029322,0.8393287043538622
56,0.10519968772679568,0.1237037549726665,0.8266134077724787
57,0.10412547439336776,0.11765867914073169,0.8374979302448934
58,0.1039196806922555,0.11854053963907063,0.844668576747392
59,0.10322562239319086,0.12007072288542986,0.8340418020026377
60,0.10283436758816242,0.12044504098594189,0.8326562268916664
61,0.10258303143829108,0.1188693530857563,0.8337276520901302
62,0.1015778570473194,0.11798558523878455,0.8408279613435145
63,0.10150264626741409,0.1185960581060499,0.8429032829937932
64,0.10139037121087313,0.11853126715868711,0.8380134420428084
65,0.10005423259735108,0.12034625350497663,0.8336236757553299
66,0.0995782253369689,0.121675941394642,0.8360735259873844
67,0.09949172958731652,0.11791725130751729,0.8431254836041516
68,0.09864575532823801,0.11929701268672943,0.8409036097408191
69,0.09878879999369383,0.1187967429868877,0.8406357052321665
70,0.09718986631929874,0.11984447855502367,0.8408993938142029
71,0.09691042740643024,0.12360401614569128,0.8362303414378158
72,0.09676587308198213,0.12218466307967901,0.8371794387164243
73,0.09562539513409138,0.12229303177446127,0.8346693067830885
74,0.09580130759626627,0.1206592412199825,0.8386049609033992
75,0.09499299775063992,0.12103051505982876,0.8391404951616004
76,0.09425936488062144,0.12393732648342848,0.833561471946579
