Model name:,Model size [MB],Training time [s],Mean AUC,Median AUC,Std AUC,F1 micro,F1 macro
multimodal_SDM_ts_MLP,109.03718566894531,1938.683690071106,0.8358610535640715,0.8281984671144833,0.07793295530454995,0.14083553388855033,0.06558328004250513
