epoch,loss_train,loss_val,auc_val
1,0.2807968087792397,0.1570413012523204,0.5219613222769333
2,0.15638153526186943,0.14573907339945436,0.5594016664989478
3,0.15176130770146848,0.15841907099820673,0.5984635195849821
4,0.15085029527544974,0.14653940661810338,0.6269767893638167
5,0.1489899436533451,0.14069238398224115,0.6430463674054288
6,0.14663892263174058,0.1479713092558086,0.6664680238886085
7,0.14566931802034377,0.15096357208676636,0.6521500453335374
8,0.14482847543060778,0.13648570026271045,0.6695884146341464
9,0.14351821802556514,0.13491741148754954,0.6806006860189342
10,0.14243381129205226,0.13999326177872717,0.6810478174900074
11,0.14220600967109204,0.1392589674796909,0.6508609652818433
12,0.14154013739526272,0.13386253104545176,0.6845509452509251
13,0.14080341997742654,0.13399384822696447,0.6970413405199869
14,0.14141975985467434,0.1356357259210199,0.6819323277256109
15,0.14009558705985545,0.13326190738007426,0.7041738850342565
16,0.14006127886474132,0.13341944525018334,0.7099123056821228
17,0.13933811663091183,0.13112248061224818,0.7097232989945643
18,0.1391183879226446,0.13239319482818246,0.6978914754013702
19,0.13934297777712346,0.1351635386236012,0.6587954946785065
20,0.13855233678221704,0.13929129764437675,0.6983981100731074
21,0.13825285111367702,0.1346051401924342,0.6953608117730803
22,0.13765901520848275,0.13423628406599164,0.6850490251683801
23,0.13718693061172962,0.13139442028477788,0.7197766887485051
24,0.13703171627223493,0.1631548935547471,0.6179254199933395
25,0.13654194110631943,0.13541310955770314,0.7198574338194874
26,0.13682878847420216,0.1306288114283234,0.7270731214697116
27,0.13615846732258796,0.13459048932418227,0.7170110231592637
28,0.13563110449910165,0.1315421173349023,0.7261013235842599
29,0.13599071842432023,0.13194769877009094,0.7154076213174072
30,0.1350862915366888,0.12957108370028436,0.7282691595641235
31,0.13569336295127868,0.13278061314485967,0.729437567031227
32,0.13512351988255977,0.132814503274858,0.705977689379142
33,0.13501190254092216,0.1316015098709613,0.7180175292052203
34,0.13466998970508576,0.12899141339585185,0.7319367158233305
35,0.13380379191040992,0.1285609407350421,0.7433437764908948
36,0.13421755224466325,0.13198977336287498,0.7364162674778523
37,0.13398170305788518,0.12856109999120235,0.7448548943777674
38,0.13313669756054877,0.1277436800301075,0.7459921616667528
39,0.13377734978497027,0.12826205044984818,0.7422345758040639
40,0.13312644972652196,0.1327128375414759,0.7212145007012283
41,0.13292051218450068,0.12904102657921612,0.7495294461833706
42,0.13315275348722935,0.12947016907855868,0.7239370755370755
43,0.13196688817441463,0.1451720860786736,0.6582809463706614
44,0.13212683041393758,0.12769148591905832,0.7495039682539683
45,0.13163996444642545,0.14056617440655828,0.6837446711814337
46,0.13187465308606625,0.12752691353671253,0.7521001131394673
47,0.13105722932517527,0.12677173363044858,0.7581534207111089
48,0.13131826481223105,0.12856277241371572,0.749123578305887
49,0.13071843122690915,0.12738206004723907,0.7530583116597369
50,0.1306208394765854,0.14210024429485202,0.6728785695072941
51,0.13056551359593868,0.1271830804180354,0.7525741096129976
52,0.13117353135347368,0.1270211203955114,0.7540372693962762
53,0.13074289458990096,0.12608513212762773,0.7592756292657908
54,0.12983433516323567,0.12658952572382987,0.7582520608517421
55,0.12959524273127318,0.12590968376025558,0.7627944757409948
56,0.12960025711357592,0.13169632153585553,0.7428387487413394
57,0.12971065971255302,0.1265939585864544,0.7567952672874816
58,0.1296863873451948,0.13232500036247075,0.740440201547512
59,0.1291181671321392,0.12657670048065484,0.7546132177062455
60,0.12916756074875593,0.12783051584847271,0.7531898560023184
61,0.12930762092769146,0.1289341866504401,0.7394781729999229
62,0.12914686349779367,0.12603684654459357,0.7618239884680384
63,0.1293354644924402,0.12845266540534794,0.7651899283843728
64,0.12895621339976787,0.1266633893828839,0.7524298699080973
65,0.1287224794626236,0.12562339031137526,0.7685254429986522
66,0.12879265716671945,0.1259971773251891,0.7617063418403655
67,0.1283333533704281,0.12823552289046347,0.743630296399209
68,0.1282592007815838,0.12858791230246425,0.7435463131051175
69,0.12821203649044036,0.12696450389921665,0.764532783882784
70,0.1280851850286126,0.12769368500448763,0.7564310202379969
71,0.1282773806452751,0.1256478128489107,0.7733079537501044
72,0.12773158739507198,0.1261650745291263,0.7694211829546496
73,0.12762821761518717,0.12799089075997472,0.7597518991610048
74,0.1275898598730564,0.12710821558721364,0.7540398086827058
75,0.12762156008183956,0.12746271002106369,0.7466776595421569
76,0.12772211088240146,0.12872808566316962,0.7406147671264349
77,0.12758780197799205,0.1261054442729801,0.7663768365430668
78,0.12664901813864707,0.1276397230103612,0.7662886574548122
79,0.12712004993855952,0.1280227394308895,0.7598580504409442
80,0.12676877631247044,0.12547048809938133,0.7701412401360557
81,0.12676505859196185,0.1259361132979393,0.7694676426177742
82,0.12706004827469589,0.12597949849441648,0.7655118969184129
83,0.12715881662070752,0.12888959515839815,0.742807004547657
84,0.12627237401902675,0.12814970570616424,0.7564149373265476
85,0.12676343989372255,0.1255434041377157,0.7673955846041579
86,0.126494506418705,0.12467885320074856,0.7682271120017061
87,0.1260834369212389,0.1265723635442555,0.766555517779508
88,0.12588024093210698,0.14174934569746256,0.695219682674248
89,0.12659076116979123,0.12947958568111062,0.7443820729049755
90,0.12619684994220734,0.12779482454061508,0.7702609895397949
91,0.125692292265594,0.12821132922545075,0.7549636738637158
92,0.12622005526721478,0.1252332830335945,0.7639982597632756
93,0.12578557412326336,0.12474798993207514,0.7756875458685797
94,0.1255963100939989,0.1253003675956279,0.763459850403021
95,0.12532699588686227,0.12669880292378366,0.759510459434813
96,0.12541826830804348,0.12665228941477835,0.7634406584047886
97,0.12513732425868512,0.12785522709600627,0.75524535361494
98,0.1254997559338808,0.12615652848035097,0.7675713409744824
99,0.12491140607744455,0.14559399359859526,0.6825823040067394
100,0.12580250144004823,0.128170448821038,0.7470976600446353
