Model name:,Model size [MB],Training time [s],Mean AUC,Median AUC,Std AUC,F1 micro,F1 macro
multimodal_SDM_SwinB,346.38013458251953,3085.29,0.8319110089186542,0.8284495547418423,0.07852413719410614,0.18347223105795535,0.09136196556199683
