Model name:,Model size [MB],Training time [s],Mean AUC,Median AUC,Std AUC,F1 micro,F1 macro
multimodal_SDM_no-sat,2.1754837036132812,637.6622412204742,0.8327202743418325,0.8308668614385293,0.07966453054881704,0.15402874851641832,0.07797624709023258
