epoch,loss_train,loss_val,auc_val
1,0.16242374117672442,0.1463681587483734,0.6127173994236728
2,0.14636980563402177,0.1401684668380767,0.6720216062538463
3,0.1427815540730953,0.14266149839386344,0.7018258003877057
4,0.14048571215569974,0.13493616483174264,0.7189979203533721
5,0.13939328821003438,0.13309921487234533,0.7308250296403802
6,0.13730363863706588,0.12935207085683942,0.7489533450133021
7,0.13452710612118243,0.12790717440657318,0.7629010100639494
8,0.1335985110551119,0.1310875399503857,0.7752629469158692
9,0.13275408333539962,0.1266947367694229,0.7787135327463729
10,0.1312534215450287,0.12551311193965375,0.7904156127227686
11,0.1301034898161888,0.1256533374544233,0.7803305876253559
12,0.12945799845457076,0.12544806022197008,0.7910537719341979
13,0.12808082507550717,0.12258780398406088,0.8011132588158141
14,0.1274821151793003,0.12947175651788712,0.7808885198675279
15,0.12684419272840022,0.12228230992332101,0.8076783212511839
16,0.1259852989241481,0.12162355659529567,0.8129311228299564
17,0.12518358877301217,0.12170551624149084,0.801670634854412
18,0.1243123581111431,0.12039520218968391,0.8163812598155573
19,0.12327182766795158,0.12350193853490055,0.8089805753456039
20,0.123092041708529,0.11866325233131647,0.8228417354948729
21,0.12260788255929947,0.11987235536798835,0.8218150078170703
22,0.12201009555906057,0.11932312906719744,0.8229923488450472
23,0.12067331148684025,0.11868703342042863,0.8170376274474316
24,0.12004133373498917,0.12061702040955424,0.8200926405928703
25,0.12045988436043263,0.11730754259042442,0.8303070166834422
26,0.11927326945960522,0.11798873939551413,0.825537598972091
27,0.11877350778877735,0.11701443279162049,0.8271662056420475
28,0.11832055255770683,0.11739460052922368,0.8323337210916315
29,0.11776199091970921,0.11851716111414135,0.8303775745251334
30,0.11673191079497337,0.11675496958196163,0.8325979637544673
31,0.11658452574908733,0.11878562928177416,0.8328412883369565
32,0.11685333240032196,0.1182949400972575,0.8268027928489224
33,0.11552107896655799,0.12172431545332074,0.8174894212792949
34,0.11526290445029735,0.11759633221663535,0.8319855288919344
35,0.11472200793027877,0.11609563347883523,0.8341296037296038
36,0.11430610305070878,0.11711817258037627,0.8341109160762883
37,0.11409235143661499,0.11597058433108032,0.8359463993453355
38,0.11347438352555037,0.13308633118867874,0.7835703516506546
39,0.11283622293174267,0.11757094133645296,0.8325544620023777
40,0.11222834483534097,0.1166627830825746,0.8309585560622341
41,0.11220134868472814,0.11487237946130335,0.8401909107974537
42,0.11146157060563565,0.11472442396916449,0.8348501155119861
43,0.1104991167858243,0.11563734151422977,0.8318083113144841
44,0.11032311294972896,0.11639147368259728,0.83458317693125
45,0.1097357954159379,0.11435683583840728,0.8390309592934111
46,0.10998912567645311,0.1175101341214031,0.8265301798877234
47,0.10889283703267574,0.11631492036394775,0.8362965587044535
48,0.10838619832694531,0.11917825764976442,0.8275746049007766
49,0.10785111781954765,0.11562280962243676,0.8364138553092042
50,0.10760407076776028,0.11728838016279042,0.8347042161284322
51,0.10715652081370354,0.11546833231113851,0.8385333810129265
52,0.10624817646294832,0.11511780740693212,0.8429762408969965
53,0.10600761637091637,0.11614919919520617,0.8393319250298159
54,0.10560183906555176,0.11698429682292044,0.8402460141183251
55,0.10518049801141023,0.12033296516165137,0.8293635128038799
56,0.10533765658736229,0.11627786420285702,0.8416300782889502
57,0.10417596588283777,0.11702575068920851,0.8410218012260942
58,0.10354024470597506,0.11670188535936177,0.8410591423833773
59,0.10339270292967558,0.11899628047831357,0.8350391046458407
60,0.10288681129366159,0.11676349840126932,0.837348087060668
61,0.10269121159613133,0.1181826766114682,0.839486410902237
62,0.1021432074457407,0.11736418679356575,0.8364494617448031
63,0.10149667880684138,0.1192184486426413,0.8383946572580645
64,0.10147143256664276,0.11835416685789824,0.8368242005547706
65,0.10058402697741985,0.12765627657063305,0.8059234235374741
66,0.10015472213923932,0.11832789541222155,0.838012313188401
67,0.10004787640273571,0.11825766926631331,0.8418485587516585
68,0.0986500384658575,0.12020371132530272,0.8321812930073441
69,0.09889644300192595,0.12202016310766339,0.8345789937367136
