Model name:,Model size [MB],Training time [s],Mean AUC,Median AUC,Std AUC,F1 micro,F1 macro
multimodal_SDM_base,108.79225158691406,1983.6063487529755,0.8318994091985658,0.8312444467458767,0.07934478428349306,0.1862561021404431,0.09845975616275708
